gene,R1L1Kidney,R1L2Liver,R1L3Kidney,R1L4Liver,R1L6Liver,R1L7Kidney,R1L8Liver,R2L2Kidney,R2L3Liver,R2L6Kidney
ENSG00000162989,42,2,25,2,2,28,4,25,4,35
ENSG00000057935,48,16,50,15,15,48,19,32,17,45
ENSG00000162521,63,49,66,36,36,60,31,73,37,66
ENSG00000159214,36,2,37,5,4,30,9,39,9,32
ENSG00000116793,46,19,46,18,16,55,18,49,23,42
ENSG00000126107,88,138,90,106,116,90,112,92,110,104
ENSG00000159788,39,27,55,23,25,46,15,54,35,61
ENSG00000118197,32,16,43,11,14,42,12,48,16,46
ENSG00000126088,113,102,117,109,107,92,67,114,121,103
ENSG00000058453,42,10,39,14,11,32,10,47,17,44
ENSG00000162426,26,0,31,0,1,30,0,29,0,32
ENSG00000162819,46,13,30,10,9,44,12,40,9,34
ENSG00000138439,39,16,34,9,13,49,16,45,14,43
ENSG00000151458,56,37,74,46,43,71,37,70,42,72
ENSG00000162604,44,16,48,17,14,34,13,46,18,48
ENSG00000156973,37,9,42,9,9,36,6,38,10,36
ENSG00000143842,66,49,68,54,42,64,32,66,40,82
ENSG00000162687,2,33,5,39,32,4,31,7,35,7
ENSG00000189334,44,17,42,12,13,30,11,44,14,47
ENSG00000204160,44,65,28,67,50,24,63,43,62,40
ENSG00000066135,102,107,123,93,93,130,86,120,93,119
ENSG00000143627,79,63,69,48,55,88,52,86,63,89
ENSG00000142961,54,24,57,30,29,46,31,55,16,56
ENSG00000138795,26,3,26,1,1,29,1,38,3,32
ENSG00000170390,46,10,36,1,12,30,9,33,5,13
ENSG00000135766,64,30,58,39,41,60,34,70,29,59
ENSG00000138080,58,37,56,40,34,48,33,71,56,77
ENSG00000188177,96,79,98,70,80,98,55,88,65,96
ENSG00000153012,28,0,28,1,1,33,0,20,0,34
ENSG00000158825,29,63,29,55,65,36,59,26,49,34
ENSG00000143756,70,42,49,32,37,49,35,50,32,76
ENSG00000162881,27,53,14,46,48,14,42,23,49,22
ENSG00000184203,46,23,41,24,15,52,19,38,19,57
ENSG00000135917,57,89,63,71,74,44,78,51,68,42
ENSG00000204104,74,47,75,58,45,80,49,82,63,84
ENSG00000143578,16,43,13,36,40,4,29,14,49,18
ENSG00000114956,58,34,59,44,35,54,38,74,30,67
ENSG00000117748,38,11,42,11,8,35,8,32,17,46
ENSG00000153560,183,197,163,206,188,173,188,215,193,198
ENSG00000179564,41,50,20,59,47,21,57,28,47,22
ENSG00000059728,76,71,81,59,50,89,54,74,63,97
ENSG00000185774,39,2,23,3,0,27,1,26,2,31
ENSG00000170802,34,66,40,67,55,37,56,43,71,29
ENSG00000145332,81,66,84,57,57,94,62,99,64,73
ENSG00000151470,27,14,40,14,14,38,13,40,14,54
ENSG00000115687,28,4,36,2,4,32,2,32,3,29
ENSG00000115216,99,106,110,93,73,102,65,97,110,100
ENSG00000035141,101,63,89,75,78,88,55,102,74,82
ENSG00000171492,76,50,82,70,60,80,55,90,74,97
ENSG00000158062,21,6,37,8,5,26,7,38,4,40
ENSG00000144857,42,9,36,9,11,27,11,41,7,38
ENSG00000023902,33,11,42,17,9,26,12,50,20,44
ENSG00000135837,60,45,68,42,48,75,38,74,41,72
ENSG00000068878,133,128,144,132,110,142,134,145,169,139
ENSG00000213058,62,29,62,26,26,33,30,55,40,54
ENSG00000136715,62,32,50,38,37,58,26,61,40,71
ENSG00000162614,97,138,90,108,129,97,109,103,113,100
ENSG00000175984,12,35,5,33,27,8,40,5,41,10
ENSG00000178104,35,14,30,8,12,39,11,35,11,50
ENSG00000143319,52,33,54,23,18,46,16,49,29,51
ENSG00000040933,34,7,37,7,10,28,5,36,5,38
ENSG00000135749,34,4,37,3,2,30,2,24,4,28
ENSG00000123739,51,32,59,45,33,58,23,54,23,61
ENSG00000091428,49,32,64,28,23,51,30,55,23,51
ENSG00000070476,72,34,70,46,40,66,42,66,48,72
ENSG00000068784,43,19,48,19,20,43,19,41,15,54
ENSG00000189337,28,3,28,3,2,29,2,32,5,37
ENSG00000138495,33,20,49,14,21,32,16,55,21,47
ENSG00000132128,87,52,80,66,67,92,59,99,77,81
ENSG00000143314,92,84,120,92,96,98,69,104,103,116
ENSG00000162627,47,15,31,22,13,39,15,42,24,55
ENSG00000073754,0,32,0,23,24,0,28,0,31,0
ENSG00000153250,37,30,51,33,23,53,22,50,20,61
ENSG00000153086,138,135,140,122,124,138,117,158,154,158
ENSG00000156869,6,37,9,36,36,7,33,11,36,6
ENSG00000154175,33,17,31,9,15,46,16,37,9,48
ENSG00000173614,60,21,38,26,22,52,24,50,22,44
ENSG00000115211,58,40,72,38,48,74,50,82,58,64
ENSG00000003393,81,110,120,99,119,95,100,114,87,124
ENSG00000135900,71,42,72,44,36,66,35,68,48,59
ENSG00000181656,2,28,0,29,31,2,29,0,28,2
ENSG00000153214,36,14,42,8,10,29,13,33,13,48
ENSG00000162947,4,32,2,21,39,4,32,6,26,2
ENSG00000162585,49,25,47,31,28,48,18,57,31,61
ENSG00000115271,44,16,38,20,26,48,26,59,27,52
ENSG00000117281,3,28,8,36,28,3,34,2,30,4
ENSG00000088205,167,153,168,129,147,159,127,148,150,166
ENSG00000120333,47,31,67,26,32,59,34,62,38,52
ENSG00000092847,64,40,68,44,46,70,42,72,45,77
ENSG00000158716,83,120,80,114,102,95,94,114,119,110
ENSG00000126709,67,45,67,53,57,65,35,88,60,70
ENSG00000162729,74,61,87,66,48,67,56,79,67,97
ENSG00000036054,88,93,85,91,79,114,74,104,82,117
ENSG00000183624,67,56,78,43,50,80,41,74,47,58
ENSG00000116661,43,11,18,8,12,30,8,42,4,30
ENSG00000091490,60,27,49,32,20,50,25,46,30,58
ENSG00000138735,42,20,36,16,9,42,14,44,13,42
ENSG00000115170,63,47,68,48,60,68,52,62,45,94
ENSG00000187231,40,19,33,17,14,52,23,39,15,50
ENSG00000181817,49,27,46,23,33,47,27,57,31,66
ENSG00000184985,30,5,25,4,6,31,4,31,1,37
